95,91,3,10,9
91,95,4,3,9
68,65,31,31,6
50,43,51,58,4
8,4,93,97,0
16,20,81,90,1
75,79,28,26,7
74,76,27,22,7
45,46,56,57,4
5,7,97,93,0
87,89,15,17,8
4,1,96,92,0
68,69,40,40,6
90,88,11,19,8
22,26,74,74,2
16,15,88,82,1
47,50,55,51,4
76,75,29,25,7
79,74,30,25,7
13,18,89,83,1
44,50,55,51,4
11,17,83,84,1
62,63,32,38,6
64,65,34,35,6
96,92,7,7,9
94,97,9,5,9
52,54,42,44,5
42,46,59,57,4
30,27,78,77,2
35,31,63,62,3
83,89,20,13,8
98,99,3,1,9
83,83,13,18,8
6,1,93,99,0
79,78,30,22,7
48,48,53,51,4
27,29,75,72,2
63,63,34,37,6
29,27,77,71,2
50,49,60,60,4
16,20,90,84,1
70,64,37,39,6
27,23,76,73,2
27,29,72,78,2
93,100,1,8,9
83,88,19,19,8
4,2,97,100,0
91,92,4,5,9
44,41,59,55,4
1,3,94,95,0
32,36,70,63,3
28,28,75,75,2
29,22,77,72,2
45,46,56,54,4
46,47,59,51,4
77,77,23,22,7
83,87,17,18,8
86,82,17,20,8
62,62,36,32,6
73,79,24,24,7
64,62,40,38,6
55,52,47,46,5
69,62,38,37,6
77,74,21,21,7
72,78,26,24,7
40,37,66,65,3
29,28,73,76,2
50,47,57,52,4
65,63,38,36,6
27,24,75,77,2
72,78,21,22,7
25,23,74,78,2
39,39,67,68,3
87,85,13,12,8
64,61,32,33,6
87,86,12,16,8
30,22,75,77,2
44,42,58,59,4
80,71,22,23,7
70,66,33,35,6
0,8,94,94,0
33,38,67,65,3
14,17,87,88,1
91,96,2,6,9
39,31,61,70,3
51,59,42,41,5
56,52,50,48,5
68,65,34,32,6
51,57,46,46,5
32,34,65,66,3
65,64,34,34,6
43,45,52,57,4
10,3,97,91,0
51,57,46,45,5
88,89,16,14,8
23,29,71,80,2
36,34,65,62,3
48,49,53,58,4
100,94,8,7,9
33,37,69,70,3
54,53,41,49,5
83,83,13,18,8
65,67,37,31,6
41,48,53,55,4
64,70,32,35,6
71,78,22,23,7
75,74,28,24,7
6,1,95,91,0
6,4,92,92,0
36,37,66,64,3
66,63,31,38,6
52,57,45,41,5
62,70,39,34,6
15,18,83,86,1
53,60,50,44,5
46,48,52,58,4
45,44,58,58,4
57,56,48,49,5
95,99,7,5,9
38,40,68,62,3
69,65,31,32,6
0,2,94,94,0
19,16,81,87,1
95,98,9,4,9
57,60,47,41,5
77,78,30,26,7
49,45,59,59,4
69,63,40,38,6
40,39,70,61,3
2,8,93,91,0
88,82,16,16,8
6,8,95,95,0
52,59,47,47,5
34,31,68,61,3
25,26,72,80,2
85,87,16,17,8
83,84,14,20,8
8,3,92,91,0
88,89,11,20,8
4,8,94,100,0
45,41,54,52,4
61,63,35,32,6
59,56,49,48,5
20,16,86,81,1
93,94,3,6,9
59,59,47,45,5
60,55,47,42,5
20,14,83,81,1
7,5,100,98,0
81,82,14,20,8
48,50,54,53,4
22,25,77,72,2
66,69,38,40,6
44,48,58,56,4
87,90,20,19,8
1,0,100,94,0
23,30,71,75,2
42,41,58,52,4
57,53,47,46,5
2,3,98,91,0
20,13,86,87,1
47,46,57,54,4
79,76,28,23,7
19,13,84,81,1
29,27,80,72,2
54,60,50,46,5
25,21,71,72,2
9,8,98,92,0
49,50,56,59,4
100,96,8,5,9
14,11,83,89,1
99,93,6,8,9
38,38,67,62,3
62,65,33,34,6
47,41,53,56,4
92,96,3,1,9
37,32,62,68,3
35,39,61,63,3
16,12,90,89,1
29,25,72,73,2
11,19,89,85,1
27,21,74,71,2
92,94,3,2,9
2,8,96,94,0
1,2,98,92,0
89,88,12,15,8
8,1,95,92,0
97,100,5,3,9
76,75,22,24,7
46,47,54,58,4
88,83,12,14,8
52,53,46,49,5
